base,id_formula,idcolor,descripcion,formula_1l
ACCENT,100635,8485,Dark Mushroom,B=32 | C=96 | KX=18
ACCENT,100643,8493,Olive Grove,C=28 | L=112
ACCENT,100652,8501,Brown Mountain,B=9 | C=90 | KX=13 | L=18
ACCENT,100660,8509,Cozy Cabin,B=18 | C=108 | F=3
ACCENT,100668,8517,Golden Mist,B=8 | C=120 | F=4
ACCENT,100676,8525,Royal Crown,C=66 | I=11 | KX=18 | L=44
ACCENT,100684,8533,Caramel Candy,C=75 | I=25 | KX=18 | L=25
ACCENT,100692,8541,Friar's Cloak,B=13 | C=45 | F=6.5 | KX=8
ACCENT,100700,8549,Latte Please,B=32 | C=80 | F=16 | KX=14
ACCENT,100708,8557,Fallen Leaf,C=90 | F=9 | KX=14 | L=36
ACCENT,100716,8565,Pinecone Path,B=18 | C=108 | F=18
ACCENT,100725,8573,Mochaccino,C=64 | I=48 | KX=18 | L=16
ACCENT,100733,8581,Western Pursuit,C=72 | I=72
ACCENT,100741,8589,Warrior King,C=108 | F=18 | L=18
ACCENT,100749,8597,Soul of the Earth,C=20 | I=96 | KX=8
ACCENT,100757,8605,Truffle Trouble,B=1 | C=32 | F=72 | KX=18
ACCENT,100765,8613,Old Brick,B=14 | C=68 | F=62
ACCENT,100773,8621,Brown Braid,F=32 | KX=10 | L=70 | SS=12
ACCENT,100781,8629,Majestic Ridge,B=5.5 | F=69 | M=69
ACCENT,100790,8637,Spice Variety,E=18 | F=26 | KX=4 | M=88
ACCENT,100798,8645,Bistro Brown,B=12 | C=24 | I=112
ACCENT,100806,8653,Jeff's Java,B=38 | I=87 | M=18
ACCENT,100807,8653 S2000,Jeff's Java,B=38 | I=87 | V=11
ACCENT,100815,8661,Rich Turned Earth,I=144
ACCENT,100823,8669,Autumn's Bronze,F=24 | KX=6 | L=22 | M=88
ACCENT,100824,8669 S2000,Autumn's Bronze,F=33 | KX=8 | L=30 | V=73
ACCENT,100832,8677,Camrose Hill,I=6 | KX=2 | M=44 | SS=96
ACCENT,100833,8677 S2000,Camrose Hill,I=9 | KX=3 | R=72 | V=40.5
ACCENT,100841,8685,Wendy Way,E=8 | F=10 | M=126
ACCENT,100842,8685 S2000,Wendy Way,E=13 | F=15 | V=115
ACCENT,100868,8709,Wine Country,E=12 | F=3 | KX=16 | SS=120
ACCENT,100877,8717,Italian Eggplant,B=16 | KX=18 | M=24 | SS=72
ACCENT,100878,8717 S2000,Italian Eggplant,B=24 | KX=27 | R=53 | V=22.5
ACCENT,100887,8725,Be Imperial,B=23 | KX=18 | SS=115
ACCENT,100896,8733,Winter Plum,E=22 | F=5 | KX=3 | M=114
ACCENT,100904,8741,Dame Margaret,B=96 | F=48 | KX=8
ACCENT,100912,8749,Wrightsford,B=92 | C=2 | F=26 | KX=6
ACCENT,100920,8757,Coffee Connoisseur,B=43 | C=43 | I=43 | KX=14
ACCENT,100929,8765,Shady Side,B=54 | C=54 | F=18 | KX=14
ACCENT,100937,8773,Cranberry Craze,B=55 | C=66 | F=22
ACCENT,100968,A0011A,SUNRAY,AXX=88 | KX=56
ACCENT,100969,A0012A,YELLOW CLUSTER,AXX=75 | KX=68 | L=2
ACCENT,100970,A0013A,VIVID LIME,AXX=89 | D=2 | KX=51 | L=2
ACCENT,100971,A0014A,CITRON RIND,AXX=91 | C=5 | D=2 | KX=46
ACCENT,100972,A0021A,NEON GREEN,AXX=95 | D=10 | KX=39
ACCENT,100973,A0022A,LEPRECHAUN,AXX=94 | D=14 | KX=36
ACCENT,100974,A0023A,COLLEEN GREEN,AXX=89 | D=18 | KX=35 | L=2
ACCENT,100975,A0024A,SHENANIGAN,AXX=82 | D=28 | KX=31 | L=3
ACCENT,100976,A0031A,EMERALD GARDEN,AXX=12 | D=78 | KX=54 | L=4
ACCENT,100977,A0032A,FANTASY GREEN,AXX=2 | D=86 | KX=50 | L=6
ACCENT,100978,A0033A,INTENSE JADE,B=2 | D=87 | E=5 | KX=50
ACCENT,100979,A0034A,LAKE SUPERIOR,D=76 | E=18 | KX=47 | L=3
ACCENT,100980,A0041A,NAVAJO TURQUOISE,D=60 | E=53 | KX=31
ACCENT,100981,A0042A,SAXONY BLUE,D=35 | E=60 | KX=49
ACCENT,100982,A0043A,BLUE JEWEL,D=24 | E=64 | KX=54 | L=2
ACCENT,100983,A0044A,NORSE BLUE,D=18 | E=66 | KX=60
ACCENT,100984,A0051A,GOLDEN GRAIL,AXX=99 | B=8 | F=2 | KX=34
ACCENT,100985,A0052A,TETON GOLD,AXX=104 | B=2 | C=10 | KX=27
ACCENT,100986,A0053A,CITRINA,AXX=109 | B=3 | KX=32
ACCENT,100987,A0054A,MARSH GREEN,AXX=99 | B=8 | D=2 | KX=35
ACCENT,100988,A0061A,GRASSLANDS,AXX=74 | D=41 | KX=19 | L=10
ACCENT,100989,A0062A,ARBORETUM,AXX=58 | D=70 | KX=24
ACCENT,100990,A0063A,GREENWAY,AXX=41 | B=3 | D=73 | KX=27
ACCENT,100991,A0064A,LUSH GREEN,AXX=29 | D=90 | KX=13 | L=12
ACCENT,100992,A0071A,INVITING GREEN,AXX=18 | B=6 | D=97 | KX=23
ACCENT,100993,A0072A,ULTRA GREEN,AXX=8 | B=3 | D=114 | KX=18
ACCENT,100994,A0073A,FULL PEACOCK,D=98 | E=17 | KX=26 | L=3
ACCENT,100995,A0074A,EVENING POOL,D=67 | E=33 | KX=31 | L=13
ACCENT,100996,A0081A,SEA BALM,B=1 | D=59 | E=54 | KX=29
ACCENT,100997,A0082A,REAL TEAL,B=8 | D=58 | E=40 | KX=38
ACCENT,100998,A0083A,HURON BLUE,B=5 | D=47 | E=55 | KX=36
ACCENT,100999,A0084A,FANTASY BLUE,B=3 | D=34 | E=69 | KX=38
ACCENT,101000,A0091A,WOODFORD,AXX=30 | B=21 | C=68 | KX=25
ACCENT,101001,A0092A,BREEN,AXX=70 | B=10 | C=5 | KX=59
ACCENT,101002,A0093A,BITTER ROOT,AXX=68 | B=19 | D=1 | KX=56
ACCENT,101003,A0094A,DENSE SHRUB,AXX=53 | B=30 | D=11 | KX=50
ACCENT,101004,A0101A,GREENING SPRING,AXX=94 | B=6 | D=12 | KX=32
ACCENT,101005,A0102A,CLIMBING VINE,AXX=91 | B=10 | D=17 | KX=26
ACCENT,101006,A0103A,BAMBOO LEAF,AXX=80 | B=17 | D=26 | KX=21
ACCENT,101007,A0104A,ROBUST VINE,AXX=46 | B=24 | D=59 | KX=15
ACCENT,101008,A0111A,COUNTRY CLUB,B=2 | C=6 | D=94 | KX=42
ACCENT,101009,A0112A,GREEN GARDEN,B=6 | C=7 | D=89 | KX=42
ACCENT,101010,A0113A,LUSH FOILAGE,B=12 | C=5 | D=82 | KX=45
ACCENT,101011,A0114A,COURTYARD GREEN,D=78 | E=8 | I=15 | KX=43
ACCENT,101012,A0121A,GREEN GABLE,B=15 | D=52 | E=21 | KX=56
ACCENT,101013,A0122A,DUSKY BLUE,B=10 | D=31 | E=47 | KX=56
ACCENT,101014,A0123A,DARK SECRET,B=16 | D=25 | E=51 | KX=52
ACCENT,101015,A0124A,ULTRA BLUE,E=87 | KX=32 | L=18 | V=7
ACCENT,101016,A0131A,GLOUCHESTER BROWN,B=11 | C=17 | KX=10 | L=111
ACCENT,101017,A0132A,AGED BRONZE,I=10 | KX=27 | L=69 | T=38
ACCENT,101018,A0133A,FRIAR TUCK,C=46 | F=5 | KX=30 | L=63
ACCENT,101019,A0134A,BEDFORD,B=29 | F=17 | KX=37 | T=36
ACCENT,101020,A0141A,SADDLE BROWN,B=48 | C=48 | F=30 | KX=12
ACCENT,101021,A0142A,FIELD OAK,F=18 | I=60 | KX=31 | T=20
ACCENT,101022,A0143A,RED EARTH,B=30 | F=45 | KX=33
ACCENT,101023,A0144A,RED COUNTRY,B=31 | F=28 | KX=40 | L=9
ACCENT,101024,A0151A,EXPRESSO,B=65 | C=18 | F=18 | KX=15
ACCENT,101025,A0152A,NEWTONE BROWN,F=7 | KX=12 | L=75 | V=20
ACCENT,101026,A0153A,TEMPEST BROWN,B=14 | I=34 | KX=5 | V=67
ACCENT,101027,A0154A,BORDEAU BROWN,E=9 | KX=8 | L=60 | V=67
ACCENT,101028,A0161A,FLINT BLACK,B=47 | D=29 | KX=11 | L=57
ACCENT,101029,A0162A,TEMPEST SEA,B=49 | D=48 | E=15 | KX=32
ACCENT,101030,A0163A,EBONY BLUE,B=50 | E=82 | KX=12
ACCENT,101031,A0164A,BLACK NIGHT,B=102 | D=38 | KX=4
ACCENT,101032,A0171A,BAKED GOLD,C=92 | I=12 | KX=10 | L=30
ACCENT,101033,A0172A,VERONA GOLD,C=96 | I=13 | KX=19 | T=24
ACCENT,101034,A0173A,SABLE BROWN,C=72 | F=6 | I=42 | KX=6
ACCENT,101035,A0174A,SEDONA CLAY,C=88 | F=13 | I=2 | KX=29
ACCENT,101036,A0181A,WINESTONE,B=18 | F=16 | KX=14 | V=96
ACCENT,101037,A0182A,RED BARK,I=34 | KX=14 | R=50 | V=46
ACCENT,101038,A0183A,EARTHY RED,I=41 | KX=15 | T=21 | V=67
ACCENT,101039,A0184A,ROCKIES RED,F=66 | I=22 | KX=8 | V=48
ACCENT,101040,A0191A,CARRIAGE RED,B=4 | F=10 | KX=3 | V=127
ACCENT,101041,A0192A,FULL WINE,B=12 | KX=20 | R=14 | V=98
ACCENT,101042,A0193A,RED PURPLE,E=22 | F=3 | KX=12 | V=107
ACCENT,101043,A0194A,SOARING BLUE,B=10 | E=40 | KX=30 | V=64
ACCENT,101044,A0201A,SECLUSION BLUE,B=14 | E=90 | KX=24 | V=18
ACCENT,101045,A0202A,BLUE THUNDER,B=8 | E=65 | KX=18 | V=24
ACCENT,101046,A0203A,MOUNTAIN SHADOW,B=16 | E=42 | KX=24 | V=44
ACCENT,101047,A0204A,PHOENICIAN PURPLE,B=26 | E=26 | KX=36 | V=56
ACCENT,101048,A0211A,GOLDEN WONDER,B=2 | F=2 | KX=43 | T=97
ACCENT,101049,A0212A,BAROQUE,B=4 | F=9 | KX=56 | T=74
ACCENT,101050,A0213A,HARVEST ORANGE,C=84 | KX=27 | R=20 | T=13
ACCENT,101051,A0214A,TIGERSTRIPE,AXX=78 | F=8 | KX=39 | R=18
ACCENT,101052,A0214A SYC,TIGERSTRIPE,AXX=70 | F=7 | KX=35 | SS=32
ACCENT,101053,A0221A,SCARLET OAK,F=18 | KX=9 | L=23 | V=76
ACCENT,101055,A0222A,ROBUST RED,B=2 | F=41 | KX=23 | V=66
ACCENT,101056,A0223A,GLOWING EMBER,F=24 | KX=6 | R=60 | T=48
ACCENT,101058,A0224A,OCTOBER BRONZE,C=72 | F=30 | KX=12 | T=15
ACCENT,101059,A0231A,KEEPSAKE ROSE,KX=15 | L=9 | R=39 | V=81
ACCENT,101060,A0232A,ENGLISH ROSE,B=4 | KX=14 | R=10 | V=116
ACCENT,101061,A0233A,PURPLE COMET,E=16 | KX=32 | L=11 | V=85
ACCENT,101062,A0234A,SULTAN BLUE,E=32 | KX=30 | V=64
ACCENT,101063,A0241A,PORCELAIN BLUE,B=2 | E=112 | KX=17 | V=12
ACCENT,101064,A0242A,TREMONT BLUE,B=1 | E=102 | KX=15 | V=26
ACCENT,101065,A0243A,DYNASTY,E=98 | KX=11 | V=35
ACCENT,101066,A0244A,BLUE PURPLE,B=12 | E=54 | KX=26 | V=52
ACCENT,101067,A0251A,MEADOW DAISY,AXX=68 | KX=42 | T=34
ACCENT,101068,A0252A,ALL GOLD,KX=36 | T=108
ACCENT,101069,A0253A,CORONETTE ORANGE,KX=24 | R=4 | T=112 | V=4
ACCENT,101070,A0254A,ORANGE TORCH,KX=27 | R=23 | T=90 | V=4
ACCENT,101071,A0261A,KNOCKOUT RED,AXX=26 | KX=8 | R=43 | V=67
ACCENT,101072,A0262A,SASHAY RED,AXX=25 | KX=10 | L=1 | R=114
ACCENT,101073,A0263A,COTILLION RED,F=6 | KX=6 | R=126 | T=6
ACCENT,101074,A0264A,ORANGE SOVERIGN,AXX=56 | C=4 | KX=20 | R=64
ACCENT,101075,A0271A,DRAMA RED,KX=11 | L=2 | R=53 | V=72
ACCENT,101076,A0272A,FASCINATION,KX=28 | R=24 | V=92
ACCENT,101077,A0272A SYC,272A para SYC,KX=20 | M=107 | SS=34
ACCENT,101078,A0273A,PARADISE BIRD,E=10 | KX=42 | V=92
ACCENT,101079,A0274A,PURPLE TRYST,E=30 | KX=52 | V=62
ACCENT,101080,A0281A,LIBERTY BLUE,E=90 | KX=30 | V=6
ACCENT,101081,A0282A,PATRIOT BLUE,E=78 | KX=30 | V=18
ACCENT,101082,A0283A,BLUE RIBBON,E=66 | KX=48 | V=30
ACCENT,101083,A0284A,CROWN JEWEL,E=54 | KX=24 | V=42
ACCENT,101829,AC 101,AC 101,AXX=102 | KX=48 | L=5
ACCENT,101830,AC 102,AC 102,AXX=104 | B=1.5 | C=10 | KX=27
ACCENT,101831,AC 103,AC 103,AXX=87 | KX=50 | T=7
ACCENT,101832,AC 104,AC 104,AXX=80 | KX=26
ACCENT,101833,AC 105,AC 105,AXX=75 | KX=26 | T=30
ACCENT,101834,AC 106,AC 106,AXX=64 | B=0.5 | C=64 | KX=16
ACCENT,101835,AC 107,AC 107,AXX=74 | C=54 | KX=16
ACCENT,101836,AC 108,AC 108,B=2 | F=2 | KX=43 | T=97
ACCENT,101837,AC 109,AC 109,KX=36 | T=108
ACCENT,101838,AC 110,AC 110,AXX=104 | SS=4 | T=8
ACCENT,101839,AC 111,AC 111,KX=18 | SS=7 | T=112
ACCENT,101840,AC 112,AC 112,KX=18 | SS=21 | T=105
ACCENT,101841,AC 113,AC 113,KX=19 | SS=66 | T=59
ACCENT,101842,AC 114,AC 114,C=8 | KX=24 | SS=44 | T=67
ACCENT,101843,AC 114 S2000,AC 114 S2000,C=10.5 | KX=31 | R=28.5 | T=81
ACCENT,101844,AC 115,AC 115,C=2 | KX=22 | SS=70 | T=32
ACCENT,101845,AC 116,AC 116,C=3 | F=22 | SS=96
ACCENT,101846,AC 117,AC 117,C=2 | KX=13 | SS=106 | T=20
ACCENT,101847,AC 118,LEAF RUST,F=20 | KX=12 | SS=100
ACCENT,101848,AC 119,AC 119,KX=15 | SS=103 | T=27
ACCENT,101849,AC 120,AC 120,C=3 | SS=140
ACCENT,101850,AC 121,AC 121,KX=1 | L=0.5 | M=17 | SS=121
ACCENT,101851,AC 122,AC 122,AXX=17 | KX=5 | M=73 | SS=56
ACCENT,101854,AC 125,AC 125,I=2 | KX=18 | M=96 | SS=42
ACCENT,101855,AC 126,AC 126,B=1 | KX=18 | M=72 | SS=64
ACCENT,101856,AC 127,AC 127,E=13 | F=18 | KX=2 | M=107
ACCENT,101857,AC 128,AC 128,KX=8 | L=27 | M=13 | SS=96
ACCENT,101858,AC 129,AC 129,B=2.5 | F=6.5 | KX=2 | M=137
ACCENT,101859,AC 130,AC 130,I=19 | KX=9 | M=52 | SS=65
ACCENT,101860,AC 131,AC 131,C=3 | KX=2 | M=110 | SS=24
ACCENT,101862,AC 133 S2000,AC 133,B=4 | KX=15 | R=24.1 | V=61.2
ACCENT,101863,AC 134,AC 134,B=23 | KX=13 | SS=115
ACCENT,101864,AC 135,AC 135,E=11 | KX=4 | M=42 | SS=88
ACCENT,101865,AC 136,AC 136,B=5 | KX=15 | M=90 | SS=36
ACCENT,101866,AC 137,AC 137,B=4 | KX=15 | M=96 | SS=30
ACCENT,101867,AC 138,AC 138,E=5 | KX=29 | M=107 | SS=5
ACCENT,101868,AC 139,AC 139,B=8 | KX=15 | M=110 | SS=16
ACCENT,101869,AC 140,AC 140,E=12 | KX=19 | M=96 | SS=20
ACCENT,101870,AC 141,AC 141,E=16 | KX=16 | L=16 | M=96
ACCENT,101871,AC 142,AC 142,E=72 | KX=18 | L=3 | M=54
ACCENT,101872,AC 143,AC 143,E=48 | KX=19 | L=32 | M=48
ACCENT,101873,AC 144,AC 144,B=7 | E=65 | KX=19 | M=40
ACCENT,101874,AC 145,AC 145,B=13 | E=83 | KX=22 | M=27.5
ACCENT,101875,AC 146,AC 146,D=9 | E=108 | KX=26 | L=9
ACCENT,101876,AC 147,AC 147,B=3 | D=31 | E=72 | KX=38
ACCENT,101878,AC 149,AC 149,B=2.5 | D=41 | E=58 | KX=42
ACCENT,101879,AC 150,AC 150,AXX=22 | E=107 | KX=5 | L=10
ACCENT,101880,AC 151,AC 151,B=34 | D=67 | E=17 | KX=28
ACCENT,101881,AC 152,AC 152,B=36 | D=72 | E=18 | KX=24
ACCENT,101883,AC 154,AC 154,AXX=46 | B=24 | D=59 | KX=15
ACCENT,101884,AC 155,AC 155,AXX=31 | D=64 | KX=12 | L=32
ACCENT,101885,AC 156,AC 156,AXX=34 | D=62 | KX=12 | L=32
ACCENT,101886,AC 157,AC 157,B=14 | C=56 | D=56 | KX=14
ACCENT,101888,AC 159 dado de baja,AC 159 dado de baja,C=64 | D=62 | KX=15
ACCENT,101889,AC 160,AC 160,AXX=91 | B=10 | D=17 | KX=26
ACCENT,101890,ACRIL Amarillo,ACRILPLAST Amarillo,AXX=68 | KX=42 | T=34
ACCENT,101893,ACRIL Bermellon 2013,ACRILPLAST Bermellon 2013,B=1 | F=26 | KX=15.4 | R=66.6 | V=39.5
ACCENT,101894,ACRIL Bermellon 2013 SYC,ACRILPLAST Bermellon 2013 SYC,B=1 | F=19 | KX=11 | M=40 | SS=82
ACCENT,101895,ACRIL Bermellon 2014,ACRILPLAST Bermellon 2014,AXX=24.4 | F=2.9 | KX=1.5 | R=54.4 | V=61
ACCENT,101900,ACRIL M. Africano,ACRILPLAST M. Africano,B=44.8 | C=28.4 | I=32.1 | KX=16.1
ACCENT,101901,ACRIL Negro Ebano,ACRILPLAST Negro Ebano,B=96 | E=8
ACCENT,101902,ACRIL Ocre,ACRILPLAST Ocre,C=48 | I=8 | KX=19 | T=24
ACCENT,101905,ACRIL Vde. Safari,ACRILPLAST Vde. Safari,B=32 | C=98 | KX=15 | L=3
ACCENT,101906,AGRO 039 SYC,AGRO 039 Vde Deutz SYC,AXX=67 | D=48 | M=9
ACCENT,101907,AGRO001,AMARILLO AGROMETAL,KX=8 | R=2.5 | T=133
ACCENT,101909,AGRO005,BERMELLON APACHE,E=1.5 | R=139 | T=3
ACCENT,101910,AGRO009,ROJO ARAUS,E=1.5 | R=139 | T=3
ACCENT,101911,AGRO009 SYC,Rojo Araus,E=1 | SS=167 | T=2
ACCENT,101912,AGRO010,AMARILLO ARAUS,AXX=125.5 | KX=11 | T=7.5
ACCENT,101913,AGRO013,NARANJA ARDANAZ,KX=8 | R=51.5 | T=84.5
ACCENT,101914,AGRO017,BERMELLON AUMEC,AXX=20 | D=4 | R=64 | V=54
ACCENT,101915,AGRO021,AMARILLO BARBUY,AXX=35 | KX=8.5 | L=1 | T=100
ACCENT,101917,AGRO025,VERDE BERNARDIN,AXX=63 | D=49.5 | KX=16.5 | V=15.5
ACCENT,101918,AGRO029,NARANJA BUDASSI,KX=8 | R=51.5 | T=84.5
ACCENT,101919,AGRO033,NARANJA CRUCIANELLI,KX=8 | R=51.5 | T=84.5
ACCENT,101920,AGRO037,OCRE DANIELE,C=113 | D=1 | F=2.5 | KX=27.5
ACCENT,101921,AGRO041,VERDE DEUTZ,AXX=63 | D=49.5 | KX=16.5 | V=15.5
ACCENT,101922,AGRO042,VERDE NUEVO DEUTZ,AXX=70 | D=17.5 | KX=46 | L=10.5
ACCENT,101923,AGRO043,VERDE VIEJO DEUTZ,AXX=93 | B=6 | D=23 | KX=22
ACCENT,101924,AGRO044,AZUL DEUTZ,B=39.5 | E=84.5 | KX=9 | R=11
ACCENT,101925,AGRO045,NARANJA-ROJO DEUTZ,KX=8 | R=51.5 | T=84.5
ACCENT,101926,AGRO049,NARANJA FIAT,KX=8 | R=51.5 | T=84.5
ACCENT,101927,AGRO050,NARANJA IMPORT. FIAT,C=14.5 | D=10 | F=119
ACCENT,101930,AGRO053,VERDE FIAT,B=6 | D=100.5 | E=28.5 | KX=9
ACCENT,101931,AGRO054,MARRON FIAT,B=70 | I=50.5 | KX=0.5 | V=23
ACCENT,101932,AGRO055,NARANJA IAVA FIAT,KX=27 | R=25 | T=88 | V=4
ACCENT,101933,AGRO057,AMARILLO GEMA,KX=8 | R=2.5 | T=133
ACCENT,101934,AGRO061,ROJO GENTILE,E=1.5 | R=139 | T=3
ACCENT,101936,AGRO066,ROJO GHERARDI,E=1.5 | R=139 | T=3
ACCENT,101937,AGRO069,ROJO GIORGI,E=1.5 | R=139 | T=3
ACCENT,101939,AGRO073,ROJO HANOMAG,AXX=20 | D=4 | R=64 | V=54
ACCENT,101940,AGRO077,AMARILLO HELVETICA,KX=24 | R=4 | T=112 | V=4
ACCENT,101941,AGRO081,ROJO HUICI,E=1.5 | R=139 | T=3
ACCENT,101943,AGRO085,AMARILLO JOHN DEERE,AXX=77 | B=0.5 | C=22 | KX=44
ACCENT,101944,AGRO086,VERDE JOHN DEERE,AXX=63 | D=49.5 | KX=16.5 | V=15.5
ACCENT,101945,AGRO086 SYC,AGRO086 VERDE JOHN DEERE SYC,AXX=63 | D=49.5 | KX=16.5 | M=26
ACCENT,101946,AGRO089,ROJO MAINERO,KX=6 | R=138
ACCENT,101947,AGRO090,AMARILLO MAINERO,AXX=35 | KX=8.5 | L=1 | T=100
ACCENT,101948,AGRO093,ROJO MARANI,E=1.5 | R=139 | T=3
ACCENT,101949,AGRO097,ROJO MASSEY F.,E=1.5 | R=139 | T=3
ACCENT,101950,AGRO098,BORDEAUX MASSEY F.,B=14 | I=32 | KX=5 | V=69
ACCENT,101951,AGRO099,GRIS NUEVO MASSEY F.,B=79 | I=46.5 | KX=17.5 | T=0.5
ACCENT,101952,AGRO101,NARANJA NUEVO MIGRA,KX=8 | R=51.5 | T=84.5
ACCENT,101953,AGRO102,NARANJA MIGRA,AXX=37.5 | KX=4.5 | R=96 | T=6
ACCENT,101954,AGRO105,VERDE PIREBON,AXX=63 | D=49.5 | KX=16.5 | V=15.5
ACCENT,101955,AGRO109,VERDE NILO RICHIGER,AXX=28 | D=80.5 | KX=25.5 | V=10
ACCENT,101957,AGRO114,CARMIN ROTANIA,AXX=20 | D=4 | R=64 | V=54
ACCENT,101958,AGRO117,CELESTE SEÑOR,D=33.5 | E=46 | KX=57.5 | R=7.5
ACCENT,101959,AGRO118,NARANJA SEÑOR,KX=8 | R=51.5 | T=84.5
ACCENT,101960,AGRO121,ROJO SHIAVONI,KX=6 | R=138
ACCENT,101963,AGRO133,ROJO VASALLI,KX=6 | R=138
ACCENT,101964,AGRO137,NARANJA WALTER,KX=8 | R=51.5 | T=84.5
ACCENT,101965,AGRO141,NARANJA ZANELLO,AXX=125.5 | R=16
ACCENT,101967,AGRO143,MARRON ZANELLO,AXX=26 | E=53.5 | F=57.5 | KX=6.5
ACCENT,101968,ALB 00NN05/000,ALB 00NN05/000,B=144
ACCENT,101969,ALB 00NN07/000,ALB 00NN07/000,B=106 | D=15 | KX=6
ACCENT,101980,ALB 00YR08/409,ALB 00YR08/409,B=4 | F=10 | KX=3 | V=127
ACCENT,101981,ALB 00YR08/409 SYC,ALB 00YR08/409 SYC,B=2.5 | F=6.5 | KX=2 | M=137.5
ACCENT,101982,ALB 00YR15/510,ALB 00YR15/510,AXX=20 | KX=8 | R=46 | V=67
ACCENT,101983,ALB 00YY09/087,ALB 00YY09/087,B=68 | C=63 | F=10 | KX=17
ACCENT,101984,ALB 00YY12/173,ALB 00YY12/173,C=80 | F=11 | I=2 | KX=27
ACCENT,101985,ALB 00YY18/346,ALB 00YY18/346,B=8 | C=132 | F=4.5
ACCENT,101986,ALB 00YY19/464,ALB 00YY19/464,B=4 | C=0.5 | F=9 | KX=44 | T=74
ACCENT,101987,ALB 00YY23/557,ALB 00YY23/557,KX=22 | L=14 | R=18 | T=90
ACCENT,101989,ALB 00YY28/352,ALB 00YY28/352,C=35 | I=13 | KX=57 | T=40
ACCENT,102012,ALB 01RR16/397 SYC,ALB 01RR16/397 SYC,E=3 | KX=20 | M=134
ACCENT,102014,ALB 01YY36/694,ALB 01YY36/694,KX=27 | R=21 | T=90 | V=4
ACCENT,102015,ALB 02GG21/542,ALB 02GG21/542,AXX=36 | D=80 | KX=24
ACCENT,102023,ALB 04YR11/537,ALB 04YR11/537,AXX=30 | KX=2 | R=59 | V=63
ACCENT,102025,ALB 05YR15/555,ALB 05YR15/555,AXX=26 | KX=8 | R=43 | V=67
ACCENT,102026,ALB 05YY42/727,ALB 05YY42/727,KX=6 | R=2 | T=131
ACCENT,102030,ALB 06YY49/797 S2000,ALB 06YY49/797,KX=48 | R=3 | T=83
ACCENT,102032,ALB 07YR10/489,ALB 07YR10/489,KX=5 | R=105 | V=34
ACCENT,102034,ALB 09YR05/305,ALB 09YR05/305,B=11 | KX=10 | R=121
ACCENT,102035,ALB 09YR11/475,ALB 09YR11/475,E=1.5 | R=140 | T=3
ACCENT,102084,ALB 10BB07/150,ALB 10BB07/150,B=14 | E=90 | KX=24 | V=18
ACCENT,102085,ALB 10BB09/250 SYC,ALB 10BB09/250 SYC,E=80 | KX=27 | L=20 | M=20
ACCENT,102087,ALB 10BB11/350,ALB 10BB11/350,E=92 | KX=26 | V=6
ACCENT,102088,ALB 10BB12/310,ALB 10BB12/310,E=90 | F=2 | KX=30 | V=4
ACCENT,102090,ALB 10BB15/154,ALB 10BB15/154,B=24 | E=60 | KX=68 | V=12
ACCENT,102091,ALB 10BB17/269,ALB 10BB17/269,B=6 | E=92 | KX=44 | R=1
ACCENT,102114,ALB 10GG15/346,ALB 10GG15/346,AXX=18 | B=6 | D=97 | KX=23
ACCENT,102115,ALB 10GG23/485,ALB 10GG23/485,AXX=25 | D=89 | KX=30
ACCENT,102124,ALB 10GY14/135,ALB 10GY 14/135,B=38 | C=76 | D=19 | KX=13
ACCENT,102127,ALB 10GY21/375,ALB 10GY21/375,C=98 | D=25 | KX=14 | L=2
ACCENT,102128,ALB 10GY24/356,ALB 10GY24/356,AXX=32 | C=96 | D=16 | KX=16
ACCENT,102133,ALB 10GY41/600,ALB 10GY41/600,AXX=87 | C=6 | D=8 | KX=43
ACCENT,102146,ALB 10RB08/125 SYC,ALB 10RB08/125 SYC,B=37 | E=13 | KX=19 | M=80
ACCENT,102154,ALB 10RR08/100,ALB 10RR08/100,E=9 | KX=8 | L=60 | V=67
ACCENT,102155,ALB 10RR19/279,ALB 10RR19/279,B=7 | KX=40 | R=17 | V=84
ACCENT,102167,ALB 10YR09/250,ALB 10YR09/250,I=34 | KX=14 | R=50 | V=45
ACCENT,102168,ALB 10YR13/437,ALB 10YR13/437,F=6 | KX=8 | R=126 | T=6
ACCENT,102169,ALB 10YR15/500,ALB 10YR15/500,AXX=19 | KX=18 | R=88 | V=19
ACCENT,102170,ALB 10YR16/407,ALB 10YR16/407,F=6 | KX=8 | R=126 | T=6
ACCENT,102171,ALB 10YR17/465,ALB 10YR17/465,AXX=25 | KX=13 | L=1 | R=114
ACCENT,102172,ALB 10YR21/436,ALB 10YR21/436,KX=20 | R=94 | T=16 | V=16
ACCENT,102173,ALB 10YR22/483,ALB 10YR22/483,E=1 | KX=5 | R=96 | T=12
ACCENT,102182,ALB 10YY08/093,ALB 10YY08/093,B=14 | I=36 | KX=4 | V=62
ACCENT,102184,ALB 10YY16/217,ALB 10YY16/217,C=51 | KX=10 | L=48
ACCENT,102188,ALB 10YY27/600,ALB 10YY27/600,C=76 | KX=46 | R=13 | T=9
ACCENT,102190,ALB 10YY34/700,ALB 10YY34/700,KX=18 | L=1.5 | T=117 | V=2.5
ACCENT,102193,ALB 10YY40/608,ALB 10YY40/608,C=21 | KX=14 | L=1.5 | T=99
