COD,ARTIC,PR_CON_IVA,usa_tinto,tipo_tinto,base_tinto,base_fisica_tinto,factor_envase_tinto,ajuste_formula_tinto,factor_tinto,litros_reales,kilos_reales,unidad_detectada,confianza_tinto,regla_tinto,observacion_tinto
43997287,BRILLOPLAST MAX GRIS PERLA 20 LTS,441198.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
43997284,BRILLOPLAST MAX GRIS PERLA 4 LTS,100515.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
43994863,BRILLOPLAST MAX MAGENTA FLUO 1 LTS,51936.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
43994861,BRILLOPLAST MAX MAGENTA FLUO 1/4 LTS,15685.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991213,BRILLOPLAST MAX MARFIL SEDA 1 LTS,28294.80,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991212,BRILLOPLAST MAX MARFIL SEDA 1/2 LTS,17936.91,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991211,BRILLOPLAST MAX MARFIL SEDA 1/4 LTS,10183.29,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991217,BRILLOPLAST MAX MARFIL SEDA 20 LTS,441198.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991214,BRILLOPLAST MAX MARFIL SEDA 4 LTS,100515.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993903,BRILLOPLAST MAX MARRON AFRICANO 1 LTS,25054.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993902,BRILLOPLAST MAX MARRON AFRICANO 1/2 LTS,15831.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993901,BRILLOPLAST MAX MARRON AFRICANO 1/4 LTS,9239.17,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993907,BRILLOPLAST MAX MARRON AFRICANO 20 LTS,401565.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993904,BRILLOPLAST MAX MARRON AFRICANO 4 LTS,88068.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993703,BRILLOPLAST MAX MARRON TINAJA 1 LTS,25054.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993702,BRILLOPLAST MAX MARRON TINAJA 1/2 LTS,15831.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993701,BRILLOPLAST MAX MARRON TINAJA 1/4 LTS,9239.17,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993707,BRILLOPLAST MAX MARRON TINAJA 20 LTS,401565.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
43993704,BRILLOPLAST MAX MARRON TINAJA 4 LTS,88068.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
43994203,BRILLOPLAST MAX NARANJA 1 LTS,36799.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
43994202,BRILLOPLAST MAX NARANJA 1/2 LTS,22894.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
43994201,BRILLOPLAST MAX NARANJA 1/4 LTS,12209.99,NO,,,,,,,,,,,,Sin base tintométrica detectada
43994207,BRILLOPLAST MAX NARANJA 20 LTS,599502.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
43994204,BRILLOPLAST MAX NARANJA 4 LTS,131477.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
43997013,BRILLOPLAST MAX NEGRO 1 LTS,25054.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
43997012,BRILLOPLAST MAX NEGRO 1/2 LTS,15831.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
43997011,BRILLOPLAST MAX NEGRO 1/4 LTS,11314.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
43997017,BRILLOPLAST MAX NEGRO 20 LTS,401565.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
43997014,BRILLOPLAST MAX NEGRO 4 LTS,88068.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
43999353,BRILLOPLAST MAX ORO 1 LT,49339.73,NO,,,,,,,,,,,,Sin base tintométrica detectada
43999351,BRILLOPLAST MAX ORO 1/4 LT,15685.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
43990983,BRILLOPLAST MAX TINT 1 LT,31946.57,SI,PINTURA,TINT,TINT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
43990987,BRILLOPLAST MAX TINT 20 LTS,474830.57,SI,PINTURA,TINT,TINT,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
43990984,BRILLOPLAST MAX TINT 4 LTS,104092.44,SI,PINTURA,TINT,TINT,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
43995933,BRILLOPLAST MAX VERDE FLUO 1 LTS,51936.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995931,BRILLOPLAST MAX VERDE FLUO 1/4 LTS,15685.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995753,BRILLOPLAST MAX VERDE INGLES 1 LTS,28294.80,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995752,BRILLOPLAST MAX VERDE INGLES 1/2 LTS,17936.91,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995751,BRILLOPLAST MAX VERDE INGLES 1/4 LTS,10183.29,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995757,BRILLOPLAST MAX VERDE INGLES 20 LTS,441198.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995754,BRILLOPLAST MAX VERDE INGLES 4 LTS,100515.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995903,BRILLOPLAST MAX VERDE NOCHE 1 LTS,28294.80,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995902,BRILLOPLAST MAX VERDE NOCHE 1/2 LTS,17936.91,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995901,BRILLOPLAST MAX VERDE NOCHE 1/4 LTS,10183.02,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995907,BRILLOPLAST MAX VERDE NOCHE 20 LTS,441198.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
43995904,BRILLOPLAST MAX VERDE NOCHE 4 LTS,100515.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991953,BRILLOPLAST MAX VICU¥A 1 LTS,229.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991957,BRILLOPLAST MAX VICU¥A 20 LTS,3670.72,NO,,,,,,,,,,,,Sin base tintométrica detectada
43991954,BRILLOPLAST MAX VICU¥A 4 LTS,828.69,NO,,,,,,,,,,,,Sin base tintométrica detectada
42161003,BRILLOPLAST PISOS BLANCO 1 LTS,258.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
42161004,BRILLOPLAST PISOS BLANCO 4 LTS,905.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
42167333,BRILLOPLAST PISOS GRIS 1 LTS,25419.14,NO,,,,,,,,,,,,Sin base tintométrica detectada
42167334,BRILLOPLAST PISOS GRIS 4 LTS,87484.46,NO,,,,,,,,,,,,Sin base tintométrica detectada
42164013,BRILLOPLAST PISOS ROJO 1 LTS,25419.14,NO,,,,,,,,,,,,Sin base tintométrica detectada
42164014,BRILLOPLAST PISOS ROJO 4 LTS,87484.46,NO,,,,,,,,,,,,Sin base tintométrica detectada
42165263,BRILLOPLAST PISOS VERDE 1 LTS,25419.14,NO,,,,,,,,,,,,Sin base tintométrica detectada
42165264,BRILLOPLAST PISOS VERDE 4 LTS,89104.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
42992603,BRILLOPLAST SECADO RAP. AMARILLO VIAL 1 LT,42954.84,NO,,,,,,,,,,,,Sin base tintométrica detectada
42992604,BRILLOPLAST SECADO RAP. AMARILLO VIAL 4 LT,153469.70,NO,,,,,,,,,,,,Sin base tintométrica detectada
42996874,BRILLOPLAST SECADO RAP. AZUL MARINO 4 LT,117329.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
42994803,BRILLOPLAST SECADO RAP. BERMELLON OSC 1 LT,34204.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
42994804,BRILLOPLAST SECADO RAP. BERMELLON OSC 4 LTS,122230.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
42993903,BRILLOPLAST SECADO RAP. MARRON AFRICANO 1 LT,29245.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42993904,BRILLOPLAST SECADO RAP. MARRON AFRICANO 4 LT,102799.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
42996873,BRILLOPLAST SECADO RAPIDO AZUL MARINO 1 LT,33027.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42996413,BRILLOPLAST SECADO RAPIDO AZUL TRAFUL 1 LT,33027.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42996414,BRILLOPLAST SECADO RAPIDO AZUL TRAFUL 4 LTS,117329.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
42991003,BRILLOPLAST SECADO RAPIDO BLANCO 1 LT,34204.68,SI,PINTURA,PASTEL,PASTEL,1,1,1,1,,L,MANUAL,Brilloplast secado rapido blanco x1,Regla manual: Brilloplast secado rapido blanco x1; Presentación 1L
42991004,BRILLOPLAST SECADO RAPIDO BLANCO 4 LTS,122230.90,SI,PINTURA,PASTEL,PASTEL,4,1,4,4,,L,MANUAL,Brilloplast secado rapido blanco x1,Regla manual: Brilloplast secado rapido blanco x1; Presentación 4L
42994033,BRILLOPLAST SECADO RAPIDO CEDRO 1 LT,29245.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42994034,BRILLOPLAST SECADO RAPIDO CEDRO 4 LTS,102799.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
42997303,BRILLOPLAST SECADO RAPIDO GRIS 1 LT,33027.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42997304,BRILLOPLAST SECADO RAPIDO GRIS 4 LTS,117329.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
42991213,BRILLOPLAST SECADO RAPIDO MARFIL 1 LTS,33027.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42991214,BRILLOPLAST SECADO RAPIDO MARFIL 4 LTS,117329.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
42994203,BRILLOPLAST SECADO RAPIDO NARANJA 1 LT,42954.84,NO,,,,,,,,,,,,Sin base tintométrica detectada
42994204,BRILLOPLAST SECADO RAPIDO NARANJA 4 LTS,153469.70,NO,,,,,,,,,,,,Sin base tintométrica detectada
42997013,BRILLOPLAST SECADO RAPIDO NEGRO 1 LT,29245.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42997014,BRILLOPLAST SECADO RAPIDO NEGRO 4 LT,102799.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
42995753,BRILLOPLAST SECADO RAPIDO VERDE INGLES 1 LT,33027.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
42995754,BRILLOPLAST SECADO RAPIDO VERDE INGLES 4 LTS,117329.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
43590101,BRILLOSPRAY ADHER P/PLASTICOS 240 CM3,17056.37,NO,,,,,,,,,,,,Sin base tintométrica detectada
43590102,BRILLOSPRAY ADHER P/PLASTICOS 440 CM3,23946.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
43549011,BRILLOSPRAY ALTA TEMP ALUMINIO 240 CM3,15391.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
43549012,BRILLOSPRAY ALTA TEMP ALUMINIO 440 CM3,19828.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
43547001,BRILLOSPRAY ALTA TEMP NEGRO 240 CM3,13674.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
43547002,BRILLOSPRAY ALTA TEMP NEGRO 440 CM3,17616.38,NO,,,,,,,,,,,,Sin base tintométrica detectada
43592901,BRILLOSPRAY AMARILLO FLUO 240 CM3,14852.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43592902,BRILLOSPRAY AMARILLO FLUO 440 CM3,20852.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
43581001,BRILLOSPRAY EPOXI BLANCO 240 CM3,13298.30,NO,,,,,,,,,,,,Sin base tintométrica detectada
43581002,BRILLOSPRAY EPOXI BLANCO 440 CM3,17131.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
43587001,BRILLOSPRAY EPOXI NEGRO 240 CM3,13298.30,NO,,,,,,,,,,,,Sin base tintométrica detectada
43587002,BRILLOSPRAY EPOXI NEGRO 440 CM3,17131.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
43510101,BRILLOSPRAY ESMERILADO 240 CM3,13660.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
43510102,BRILLOSPRAY ESMERILADO 440 CM3,17643.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595931,BRILLOSPRAY FLUO VERDE 240 CM3,14852.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595932,BRILLOSPRAY FLUO VERDE 440 CM3,20852.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
43521051,BRILLOSPRAY FONDO MULTIPROP BCO 240 CM3,13406.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
43521052,BRILLOSPRAY FONDO MULTIPROP BCO 440 CM3,18022.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540461,BRILLOSPRAY IMPREGNANTE CAOBA 240 CM3,167.66,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540462,BRILLOSPRAY IMPREGNANTE CAOBA 440 CM3,134.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540211,BRILLOSPRAY IMPREGNANTE CEDRO 240 CM3,115.00,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540212,BRILLOSPRAY IMPREGNANTE CEDRO 440 CM3,134.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540001,BRILLOSPRAY IMPREGNANTE INCOLORO 240 CM3,12660.65,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540002,BRILLOSPRAY IMPREGNANTE INCOLORO 440 CM3,134.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540421,BRILLOSPRAY IMPREGNANTE NATURAL 240 CM3,167.66,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540422,BRILLOSPRAY IMPREGNANTE NATURAL 440 CM3,134.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540511,BRILLOSPRAY IMPREGNANTE NOGAL 240 CM3,167.66,NO,,,,,,,,,,,,Sin base tintométrica detectada
43540512,BRILLOSPRAY IMPREGNANTE NOGAL 440 CM3,134.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596901,BRILLOSPRAY MAGENTA FLUO 240 CM3,14852.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596902,BRILLOSPRAY MAGENTA FLUO 440 CM3,20852.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
43592141,BRILLOSPRAY MAX AMARILLO 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43592142,BRILLOSPRAY MAX AMARILLO 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596891,BRILLOSPRAY MAX AZUL MARINO 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596892,BRILLOSPRAY MAX AZUL MARINO 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596411,BRILLOSPRAY MAX AZUL TRAFUL 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596412,BRILLOSPRAY MAX AZUL TRAFUL 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43590001,BRILLOSPRAY MAX BARNIZ BRILLANTE 240 CM3,10729.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
43590002,BRILLOSPRAY MAX BARNIZ BRILLANTE 440 CM3,13750.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
43530001,BRILLOSPRAY MAX BARNIZ SATINADO 240 CM3,10729.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
43530002,BRILLOSPRAY MAX BARNIZ SATINADO 440 CM3,13750.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
43591641,BRILLOSPRAY MAX BEIGE 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43591642,BRILLOSPRAY MAX BEIGE 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594351,BRILLOSPRAY MAX BERMELLON C 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594352,BRILLOSPRAY MAX BERMELLON C 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43591001,BRILLOSPRAY MAX BLANCO 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43591002,BRILLOSPRAY MAX BLANCO 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43511001,BRILLOSPRAY MAX BLANCO MATE 240 CM3,11032.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
43511002,BRILLOSPRAY MAX BLANCO MATE 440 CM3,14142.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
43591052,BRILLOSPRAY MAX BLANCO RAL 9010 440CM,366.50,NO,,,,,,,,,,,,Sin base tintométrica detectada
43531001,BRILLOSPRAY MAX BLANCO SATINADO 240 CM3,11032.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
43531002,BRILLOSPRAY MAX BLANCO SATINADO 440 CM3,14142.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596151,BRILLOSPRAY MAX CELESTE 240 CM3,10208.48,NO,,,,,,,,,,,,Sin base tintométrica detectada
43596152,BRILLOSPRAY MAX CELESTE 440 CM3,13947.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599511,BRILLOSPRAY MAX COBRE 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599512,BRILLOSPRAY MAX COBRE 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43521001,BRILLOSPRAY MAX CONVERTIDOR BLANCO 240 CM3,13036.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
43521002,BRILLOSPRAY MAX CONVERTIDOR BLANCO 440 CM3,17521.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
43524011,BRILLOSPRAY MAX CONVERTIDOR ROJO 240 CM3,13036.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
43524012,BRILLOSPRAY MAX CONVERTIDOR ROJO 440 CM3,17521.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594751,BRILLOSPRAY MAX FUCSIA 240 CM3,10208.48,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594752,BRILLOSPRAY MAX FUCSIA 440 CM3,13947.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
43597301,BRILLOSPRAY MAX GRIS 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43597302,BRILLOSPRAY MAX GRIS 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43597261,BRILLOSPRAY MAX GRIS ESPACIAL 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43597262,BRILLOSPRAY MAX GRIS ESPACIAL 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43591751,BRILLOSPRAY MAX HUESO 240 CM3,10208.48,NO,,,,,,,,,,,,Sin base tintométrica detectada
43591752,BRILLOSPRAY MAX HUESO 440 CM3,13947.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
43592451,BRILLOSPRAY MAX MANGO SHOT 240 CM3,10208.48,NO,,,,,,,,,,,,Sin base tintométrica detectada
43592452,BRILLOSPRAY MAX MANGO SHOT 440 CM3,13947.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
43593901,BRILLOSPRAY MAX MARRON AFRICANO 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43593902,BRILLOSPRAY MAX MARRON AFRICANO 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594202,BRILLOSPRAY MAX NARANJA  440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594201,BRILLOSPRAY MAX NARANJA 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43597001,BRILLOSPRAY MAX NEGRO 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43597002,BRILLOSPRAY MAX NEGRO 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43517001,BRILLOSPRAY MAX NEGRO MATE 240 CM3,11032.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
43517002,BRILLOSPRAY MAX NEGRO MATE 440 CM3,14142.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
43537001,BRILLOSPRAY MAX NEGRO SATINADO 240 CM3,11032.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
43537002,BRILLOSPRAY MAX NEGRO SATINADO 440 CM3,14142.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599251,BRILLOSPRAY MAX ORO 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599252,BRILLOSPRAY MAX ORO 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599011,BRILLOSPRAY MAX PLATA 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599012,BRILLOSPRAY MAX PLATA 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594251,BRILLOSPRAY MAX ROSA 240 CM3,10208.48,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594252,BRILLOSPRAY MAX ROSA 440 CM3,13947.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595251,BRILLOSPRAY MAX VERDE AQUA 240 CM3,10208.48,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595252,BRILLOSPRAY MAX VERDE AQUA 440 CM3,13947.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595191,BRILLOSPRAY MAX VERDE CLARO 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595192,BRILLOSPRAY MAX VERDE CLARO 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595751,BRILLOSPRAY MAX VERDE INGLES 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43595752,BRILLOSPRAY MAX VERDE INGLES 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43598251,BRILLOSPRAY MAX VIOLETA 240 CM3,10208.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
43598252,BRILLOSPRAY MAX VIOLETA 440 CM3,13947.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599201,BRILLOSPRAY METALICO AMARILLO 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599202,BRILLOSPRAY METALICO AMARILLO 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599601,BRILLOSPRAY METALICO AZUL 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599602,BRILLOSPRAY METALICO AZUL 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599751,BRILLOSPRAY METALICO GRIS MEDIO 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599752,BRILLOSPRAY METALICO GRIS MEDIO 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599701,BRILLOSPRAY METALICO GRIS PLATA 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599702,BRILLOSPRAY METALICO GRIS PLATA 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599261,BRILLOSPRAY METALICO OCRE 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599262,BRILLOSPRAY METALICO OCRE 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599451,BRILLOSPRAY METALICO PURPURA 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599452,BRILLOSPRAY METALICO PURPURA 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599401,BRILLOSPRAY METALICO ROJO 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599402,BRILLOSPRAY METALICO ROJO 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599501,BRILLOSPRAY METALICO VERDE 240 CM3,13443.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43599502,BRILLOSPRAY METALICO VERDE 440 CM3,18680.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594101,BRILLOSPRAY NARANJA FLUO 240 CM3,14852.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
43594102,BRILLOSPRAY NARANJA FLUO 440 CM3,20852.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
SLTD,BURLETE AUTOADH.DOBLE ESPESOR 5,8130.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
34390001,BZ.PUR ACR.A.R. 1 LT. A+B  (3:1),673.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
34390002,BZ.PUR ACR.A.R. 4 LTS A+B (3:1),2445.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
504901,CARPETAS COLORSHOP NUEVA IMAGEN X 100,127907.39,NO,,,,,,,,,,,,Sin base tintométrica detectada
209020,CARTON CORRUGADO 1x10 Mts,1683.72,NO,,,,,,,,,,,,Sin base tintométrica detectada
1090,CARTON CORRUGADO 1x15 MTS,17654.66,NO,,,,,,,,,,,,Sin base tintométrica detectada
PAP00001,CARTON CORRUGADO 1x20 mts,3367.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
mz0001,CARTON CORRUGADO 1x30 Mts,13989.00,NO,,,,,,,,,,,,Sin base tintométrica detectada
WB1091,CARTON ROLLO 0.90 X 15 MTS,9878.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
21100003,CATALIZADOR P/FDO ANTICORROSIVO 1 LTS,9062.88,NO,,,,,,,,,,,,Sin base tintométrica detectada
35000003,CATALIZADOR PU PARTE B 1 LTS,1010.07,NO,,,,,,,,,,,,Sin base tintométrica detectada
CC1LT,CEMENTO CONTACTO 1LT,18569.99,NO,,,,,,,,,,,,Sin base tintométrica detectada
Kbx00002,CEMENTO DE CONTACTO 1/2K,1057.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
KBX00001,CEMENTO DE CONTACTO 1/4,424.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
KBCEPILLO,CEPILLO ACERO,5295.49,NO,,,,,,,,,,,,Sin base tintométrica detectada
KBCEPILLO02,CEPILLO DE ACERO 6x19 SIN MANGO,7784.61,NO,,,,,,,,,,,,Sin base tintométrica detectada
84910863,"CHAU CAIDAS PISOS INCOLORO 0,9 LTS",59463.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
86021003,CIELORRASO BLANCO 1 LT,15841.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
86021006,CIELORRASO BLANCO 10 LTS,85626.50,NO,,,,,,,,,,,,Sin base tintométrica detectada
86021007,CIELORRASO BLANCO 20 LTS,162125.83,NO,,,,,,,,,,,,Sin base tintométrica detectada
86021004,CIELORRASO BLANCO 4 LTS,43855.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
77000149M,CINTA ANTIDEZLIZANTE NEGRA 25MM X 5MTS,6118.49,NO,,,,,,,,,,,,Sin base tintométrica detectada
cintadur,Cinta durlock Fibertape,224.27,NO,,,,,,,,,,,,Sin base tintométrica detectada
77000144,CINTA EMBALAR MARRON 48X50 M,5484.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
